30/06/12	697	533	214	254	83	282	52	69
01/07/12	519	397	152	178	59	193	38	23
02/07/12	1256	1141	406	470	208	565	141	136
03/07/12	1239	1098	438	451	199	564	126	116
04/07/12	1073	909	398	415	187	560	135	145
05/07/12	1158	966	387	392	182	497	107	95
06/07/12	1020	869	386	389	151	483	134	79
07/07/12	663	472	155	255	93	251	49	38
08/07/12	412	351	119	144	41	156	30	25
09/07/12	1050	872	380	404	181	522	96	70
10/07/12	1292	1001	397	427	234	582	147	132
11/07/12	1144	937	393	488	175	498	110	124
12/07/12	1175	1005	389	604	195	497	123	96
13/07/12	1082	872	401	500	144	465	122	87
14/07/12	720	481	184	260	60	270	61	40
15/07/12	509	363	161	217	65	165	35	28
16/07/12	1432	1139	467	554	222	572	159	123
17/07/12	1210	1004	411	506	193	547	122	116
18/07/12	1122	1034	455	481	199	530	106	120
19/07/12	1053	890	406	445	204	489	119	103
20/07/12	912	821	374	445	155	451	103	118
21/07/12	584	438	201	265	100	244	42	43
22/07/12	407	350	186	170	46	155	27	33
23/07/12	1111	1075	504	525	242	569	145	145
24/07/12	934	1062	462	468	189	523	140	128
25/07/12	944	973	439	486	227	505	112	127
26/07/12	765	861	451	442	176	470	122	136
27/07/12	515	896	451	442	128	446	105	92
28/07/12	305	461	185	248	60	246	68	32
29/07/12	196	338	170	191	46	175	28	29
30/07/12	685	1061	448	486	183	523	150	129
31/07/12	604	935	428	458	210	457	143	112
01/08/12	527	844	410	428	166	464	110	88
02/08/12	509	926	401	496	165	486	101	114
03/08/12	457	817	391	678	152	430	94	104
04/08/12	256	549	193	318	97	246	53	34
05/08/12	195	353	134	226	56	166	33	20
06/08/12	590	1085	469	613	217	529	150	162
07/08/12	551	987	408	517	180	509	129	153
08/08/12	546	930	450	481	198	458	148	127
09/08/12	493	849	422	480	222	445	96	129
10/08/12	515	837	371	418	186	428	108	103
11/08/12	277	479	165	221	66	243	64	44
12/08/12	158	296	155	190	40	154	40	35
13/08/12	590	1074	505	547	213	539	138	144
14/08/12	609	1028	530	570	226	574	137	135
15/08/12	498	878	483	480	209	503	103	138
16/08/12	556	941	438	512	196	481	115	102
17/08/12	550	905	413	414	145	430	98	103
18/08/12	296	451	233	259	75	240	52	59
19/08/12	136	290	165	150	31	142	50	41
20/08/12	547	905	426	469	197	461	148	108
21/08/12	530	857	428	454	157	442	113	105
22/08/12	583	918	445	448	198	517	125	137
23/08/12	513	912	425	510	220	403	154	107
